fichier,angle1,pvalue1,angle2,pvalue2,pvalue_correlation,S,intrication,viole CHSH
dataset-00.csv,-1.0,-1.0,-1.0,-1.0,0.0,0.8222222222222222,False,False
dataset-01.csv,34.9,0.8447971325575545,34.7,0.7182658346660995,0.0,1.7591305591305595,False,False
dataset-02.csv,-1.0,-1.0,-1.0,-1.0,0.0,0.2151834554540262,False,False
dataset-03.csv,110.1,0.7572699986833493,-1.0,-1.0,0.0,0.0406137452291298,False,False
dataset-04.csv,40.0,0.7662679453421123,19.700000000000003,0.0006227176799116,0.0,1.976467053777765,False,False
dataset-05.csv,-1.0,-1.0,-1.0,-1.0,1.0,2.736842105263158,True,False
dataset-06.csv,155.0,0.9992074689505068,-1.0,-1.0,0.0,0.0292892956633988,False,False
dataset-07.csv,-1.0,-1.0,-1.0,-1.0,1.8510661592305133e-08,2.77639442700564,True,False
dataset-08.csv,-1.0,-1.0,-1.0,-1.0,0.000557334758956,3.049080697242328,True,True
dataset-09.csv,85.0,0.8795068253048384,84.60000000000001,0.39639075371669685,1.0,2.1192632117929233,False,False
