fichier,angle1,pvalue1,angle2,pvalue2,pvalue_correlation,S,intrication,viole CHSH
dataset-00.csv,-1.0,-1.0,-1.0,-1.0,0.0,0.1333333333333333,False,False
dataset-01.csv,-1.0,-1.0,-1.0,-1.0,0.0,0.6035087719298247,False,False
dataset-02.csv,-1.0,-1.0,-1.0,-1.0,1.0,3.3324675324675326,True,True
dataset-03.csv,-1.0,-1.0,-1.0,-1.0,0.0030982762556453,2.948779100090086,True,True
dataset-04.csv,-1.0,-1.0,-1.0,-1.0,1.3149509893767128e-07,2.7386238178626727,True,False
dataset-05.csv,170.10000000000002,0.581628978233162,49.5,0.9726150580488572,0.0,1.6921568627450982,False,False
dataset-06.csv,-1.0,-1.0,-1.0,-1.0,0.0010252710501661,2.7048285661914857,True,False
dataset-07.csv,-1.0,-1.0,-1.0,-1.0,1.0,2.7555555555555555,True,False
dataset-08.csv,-1.0,-1.0,-1.0,-1.0,1.9732511550380772e-08,2.7657508776788062,True,False
dataset-09.csv,30.0,0.5718122810723874,30.3,0.9685663783268632,0.0,1.6564102564102563,False,False
