fichier,angle1,pvalue1,angle2,pvalue2,pvalue_correlation,S,intrication,viole CHSH
dataset-00.csv,150.20000000000002,0.7582284783467925,49.6,0.9260416075233882,0.0,1.9819237828150007,False,False
dataset-01.csv,120.0,0.7824959299859429,119.7,0.4998002168432843,0.0,1.8924635442006263,False,False
dataset-02.csv,-1.0,-1.0,-1.0,-1.0,0.0,0.1864039914887373,False,False
dataset-03.csv,110.2,0.954842800724964,110.1,0.970354249550526,1.0,2.1,False,False
dataset-04.csv,-1.0,-1.0,-1.0,-1.0,0.0,1.6717171717171715,False,False
dataset-05.csv,-1.0,-1.0,-1.0,-1.0,0.4377324862594261,2.6530456576223167,True,False
dataset-06.csv,40.0,0.6456147969366495,39.400000000000006,0.5181660533557846,1.0,2.01983151983152,False,False
dataset-07.csv,-1.0,-1.0,-1.0,-1.0,0.000264388109971,2.765281030622194,True,False
dataset-08.csv,30.1,0.9830422661841908,-1.0,-1.0,0.0,0.0049730733906654,False,False
dataset-09.csv,129.9,0.8361234406319622,129.6,0.27126664317604576,1.0,2.049833345559998,False,False
