fichier,angle1,pvalue1,angle2,pvalue2,pvalue_correlation,S,intrication,viole CHSH
dataset-00.csv,-1.0,-1.0,-1.0,-1.0,0.0,0.4523809523809523,False,False
dataset-01.csv,-1.0,-1.0,-1.0,-1.0,1.5643908958557936e-07,3.0466522454919063,True,True
dataset-02.csv,-1.0,-1.0,-1.0,-1.0,0.0,0.4914170506912442,False,False
dataset-03.csv,-1.0,-1.0,-1.0,-1.0,0.0015057198985231,2.995966440219765,True,True
dataset-04.csv,-1.0,-1.0,-1.0,-1.0,1.0,3.5476190476190474,True,True
dataset-05.csv,0.1,0.8952817128965898,99.4,0.7012473254533653,0.0,1.8101640241797887,False,False
dataset-06.csv,-1.0,-1.0,-1.0,-1.0,0.0,0.4652100840336134,False,False
dataset-07.csv,64.7,0.7309888346221678,64.8,0.6344986540336095,0.0,1.9328085609919223,False,False
dataset-08.csv,-1.0,-1.0,-1.0,-1.0,0.0,0.6970760233918128,False,False
dataset-09.csv,65.10000000000001,0.9405105676541462,64.2,0.7473336246345128,0.0,1.7926413255360623,False,False
