alpha;X;Y
105.7166162636301;0;1
88.77879397470397;0;1
49.677369561205325;1;0
130.74211968855087;0;1
123.43598397941672;0;1
50.186010178023686;1;0
4.083613936583941;0;1
6.674634508042725;1;0
88.55736665466328;1;0
162.2031746045827;0;1
124.94857780022566;0;1
16.346494671258608;1;0
58.55719291976225;0;1
18.518693873993357;1;0
11.080336751439939;0;1
52.39813812831385;1;0
30.721768295059853;1;0
55.95543415791435;1;0
55.90287587753826;1;0
20.691817089406296;0;1
168.4869006426761;0;1
124.77129777074461;1;1
172.32158552414296;1;0
150.71861777505507;1;1
168.5586823659507;0;1
34.83247497653094;1;0
39.1278845734276;1;0
77.24393870956608;1;1
100.83124397090361;1;0
8.78163042935763;1;0
12.181721881762432;1;0
73.862600817946;1;1
129.02965541710125;0;1
41.977588395723025;1;0
165.43022113874423;0;1
42.98101257980402;1;0
179.98912111116292;0;1
149.8787632500752;1;0
3.704305850479548;1;0
12.708997405592516;1;0
110.45135437683722;0;1
54.649540945843405;1;0
177.2801982988921;1;0
152.61376216111987;0;1
79.11651889303612;1;1
108.93338271429525;1;1
64.9798943758865;1;0
153.28627206944395;1;1
146.64877589758248;0;1
52.24108900869711;0;1
74.51928450284925;1;0
34.33458296573288;1;1
59.53724989648358;1;1
103.16107862588407;0;1
56.95684572955054;1;0
95.10305659249619;0;1
122.49220503302021;0;1
15.172518966365036;1;0
91.69469434129516;0;1
125.75334212976898;1;1
44.924912017996284;1;0
116.92284085885892;0;1
149.52269203397944;1;0
21.687477195772505;1;0
13.256330410961484;1;0
12.636009919432603;1;0
37.42595031970566;1;0
170.16895094849608;0;1
30.326622503376615;1;0
102.92219662161837;1;1
132.61993942770587;1;1
137.17462126407273;0;1
41.14868157381953;1;0
50.18860747562576;1;0
60.30969589479836;1;0
79.15484517828689;1;1
4.666532448158776;1;0
59.431878753649585;1;0
11.83991676302108;1;1
103.85318926299044;0;1
43.67607983153732;1;0
99.17273857371917;0;1
112.70890165355058;0;1
117.18536389328538;0;1
73.78452074038606;0;1
70.88221840836238;1;1
103.13487619738385;0;1
70.35118120240242;0;1
174.71282515795474;1;0
171.11433648775505;1;1
48.18688761179809;1;0
128.76643119038016;0;1
60.27787098175133;1;0
127.04234662047813;0;1
130.82148058930272;0;1
48.659519896473284;1;0
22.430132032267;1;0
28.35716956330186;1;0
156.38821820699422;0;1
38.46044387120887;1;1
20.310950203238793;0;1
52.052278164595435;0;1
87.74543859803948;1;0
130.3443193129883;0;1
129.3961512119555;1;1
19.736349991990068;1;0
16.619057936996104;1;0
21.30402715116999;1;0
62.67451087788885;1;0
13.918441064798737;0;1
175.06024715184796;0;1
35.01891776852131;1;0
40.00379460324996;1;1
32.023641267904296;1;0
73.5990131218165;1;0
146.69626881682538;1;0
43.59906976061318;0;1
3.631409877867253;1;0
61.304644112839824;1;0
59.88349834376981;1;0
100.66320076239612;1;0
9.35870208239044;1;0
158.2017676443065;0;1
59.58461734071293;1;0
109.93541064461685;0;1
149.36390101117507;0;1
43.84498637335705;1;1
85.61292999933765;0;1
29.060495531996246;1;0
0.7117036672954136;1;0
42.415720195554684;1;0
151.36846990210128;0;1
162.79676744984621;1;1
40.934793189958754;1;0
10.984744265873607;1;0
35.8514349654871;1;0
173.27458101137907;1;0
72.92386572816349;1;0
172.27751326572076;0;1
141.84309939989552;1;0
139.75768735049564;1;1
84.84253718744358;0;1
93.25837986920936;0;1
17.107376007342165;1;0
12.783003469187427;1;1
108.3860084335925;0;1
139.16249468131363;1;0
166.35306753956934;0;1
101.58496260974998;1;1
124.04678790766495;0;1
1.6771255692809084;0;1
3.9853352993486935;1;0
110.72878088574572;0;1
111.91054679228071;0;1
161.20547204079472;0;1
107.29366244947016;0;1
90.91593330459435;1;0
107.27823288059795;0;1
128.58451253849978;0;1
22.045212234196814;1;1
138.4076739709205;0;1
133.02047467327185;0;1
10.727429566066888;1;0
28.440658262835324;0;1
27.245781324715757;1;0
55.51959387374519;1;0
37.39340661745067;1;0
2.6518945166565677;1;0
158.58267695058478;1;1
66.38305842664694;1;0
29.353708072376403;1;0
108.54511940714366;0;1
122.19300625403977;1;1
15.705711068978967;1;0
105.42920757189091;0;1
146.1690956973435;0;1
68.61640379729553;1;0
156.63579975899083;0;1
121.99857197053483;0;1
23.887131900301476;1;0
63.39428645615046;0;1
81.8711584416546;1;0
76.26969155487444;0;1
110.6504132815645;0;1
88.19719545028033;1;0
87.76646173265213;1;0
82.92457609749472;1;1
146.35519433287126;0;1
117.94905847979709;1;1
46.46101475589039;1;0
52.632505551948825;1;1
24.538151697177742;1;0
160.73152838463668;0;1
172.03742126460952;1;0
146.54009685412518;0;1
143.77626979052317;0;1
122.03806000473631;0;1
27.475641498080655;0;1
59.3623687484712;1;0
147.97498741574614;0;1
118.81482990582728;0;1
163.70945252451176;0;1
151.30471238981184;0;1
110.97256133094801;0;1
128.45549993630107;1;1
20.289245956695414;0;1
123.60780794056834;1;1
26.655243526015656;0;1
36.299388252176364;1;0
119.62955064306307;0;1
177.25293633737232;0;1
79.95112192926648;0;1
179.57118998241083;0;1
165.52867710344728;0;1
142.8895874801311;1;1
5.944945405991325;1;0
108.39841754105711;1;1
174.88863731574224;1;1
28.79062082570834;1;0
8.812103937560833;1;1
150.29758048170987;0;1
162.58224843222112;0;1
131.64094441554693;1;1
24.07911039707869;1;0
3.2381547073541372;1;0
159.87976592681352;0;1
3.340267747326089;0;1
74.38042745118938;1;0
83.48227855209088;0;1
58.04901041642729;1;0
85.63216854893005;0;1
5.786390047083627;1;0
119.42644344161857;0;1
92.1705598665587;1;1
157.7463561993544;1;0
114.86942595648523;0;1
108.84753711345265;0;1
61.17127603272065;1;0
73.79462271729102;1;0
176.76119234089728;0;1
128.78489258615642;1;1
126.82065899022575;0;1
158.51665190640796;0;1
178.97488476588336;0;1
131.89420213548658;1;1
145.20620378072152;1;1
36.76620481822326;1;0
20.915911563483284;1;0
64.48168526008804;1;0
93.60226874426621;1;0
121.32190149472179;0;1
103.30005979745395;1;1
101.69282762194214;0;1
53.687312340280634;1;0
51.52346523636416;1;0
146.0251460455004;0;1
16.423424855092044;1;0
87.54908978818143;1;1
107.064113337828;1;0
135.46245089590312;1;1
15.307052531514078;1;0
92.75233611404288;1;1
21.4026277639052;1;0
160.9521645591742;1;1
94.2834224602902;0;1
115.92381452909093;0;1
45.883692369174;1;0
40.878817875445144;1;0
134.1522472594813;0;1
139.2289404665816;0;1
79.30000058405679;1;0
15.796633577802847;1;0
50.86338829797607;1;0
81.25358455972427;0;1
17.118254586397757;1;0
129.1852588006661;0;1
109.24516593437144;0;1
93.05992671672452;1;0
59.32337734295935;1;0
144.59219118211604;0;1
7.876649285775043;0;1
54.057397542296805;1;0
95.56823262997031;0;1
34.8612768250818;1;1
96.04917143399372;0;1
89.19436318524752;1;0
154.44724900616887;0;1
160.09330987167505;1;0
171.66253812147772;0;1
83.56980046513173;1;0
55.47260499545635;1;0
70.60233014839434;1;0
80.39168632472693;1;0
43.89537077830472;1;0
176.68789436932784;1;0
16.035902420081655;1;1
122.46648706353355;1;1
107.79103906944809;0;1
170.10247911006905;0;1
79.93702091449026;1;0
24.522275387331977;1;1
18.507079580639857;1;0
39.46842853028649;1;0
