alpha;X;Y
111.22386102035534;1;1
66.45404713336762;1;0
8.487858089920044;1;0
8.482626494597671;0;1
106.31184200276105;0;1
15.010770101580498;1;1
112.56235399660106;1;0
84.40357219589653;1;0
78.08872863039933;1;1
76.67002597756851;1;1
109.8652909983456;1;0
38.055119714570566;1;0
147.69000055632281;0;1
69.08877078481561;0;1
26.518613879785168;0;1
73.5984367537382;0;1
10.223160909339379;0;1
26.153177824224315;1;0
176.66467668015758;1;1
115.69257681218612;1;1
127.05498695475501;1;1
21.244649897722464;1;0
26.162308809732995;1;0
38.927846475226275;1;0
3.151530465528962;1;0
161.24750476841044;1;1
13.946955055440489;0;1
37.29324783805397;1;0
6.638234323492611;0;1
16.872991672437806;1;0
143.11849345179382;1;0
145.29770567343184;0;1
145.77596980674275;1;0
13.86097469869097;0;1
83.1925083186298;1;0
99.70498776216486;1;1
152.54404745863616;1;0
106.27066311949397;0;1
171.18356749527575;0;1
138.31333526695113;1;0
111.70718947871507;1;1
135.8607063419423;1;0
68.9156769661427;1;1
153.94796451428243;1;0
56.71431273003541;1;1
168.65967089334092;0;1
26.45976086517742;1;1
112.12432447128234;1;0
71.58472365558494;1;0
97.04450616797166;0;1
55.639382827941404;1;1
5.92099067954975;1;1
6.694752194538545;0;1
33.64854477853296;0;1
154.81421656803138;0;1
26.549480021764886;0;1
140.29515353638993;1;1
3.5472184325572975;1;1
74.70761812489194;1;1
39.21380243182357;0;1
22.29583556153124;1;0
90.5314961607602;1;0
52.45049657205676;0;1
107.81733926648504;1;1
175.08318576341003;1;1
94.62456334301619;1;1
7.54617859144129;1;1
53.40860515006513;0;1
95.45260519012373;1;0
27.84909681721326;1;1
86.01230283369748;0;1
132.2161036627858;1;0
157.46911388917465;0;1
133.7908852418398;1;0
50.3266837331171;1;0
53.170298243837095;1;1
56.878333955565736;1;0
109.27070460723786;1;0
132.5918433079678;1;0
157.68066554509477;1;1
93.01630344782066;1;0
16.958476157245457;1;0
73.80487742798726;1;0
151.7525657258612;0;1
91.48538505662749;1;0
26.869783777837657;1;0
45.256789505017004;1;1
153.63450179389426;1;0
34.300069676416186;1;0
120.73992559969184;1;1
175.16420716783085;1;0
48.06183547700689;1;1
51.28751044283636;1;0
172.9420178320775;1;0
1.2137718137592168;0;1
84.68571926802755;1;1
102.50660545170143;1;0
141.78876441667717;0;1
4.5934778606365345;1;0
0.43739761060360705;0;1
33.86218262200421;1;0
79.4396587801062;1;1
75.66371313089645;1;0
48.0835435791576;0;1
114.21346735627256;1;0
68.78830697599447;0;1
92.88778846358436;1;0
64.28846924605828;1;1
20.99332863229406;1;0
80.1317097597941;1;0
149.21386186348857;1;1
71.62053977196274;1;1
3.1757099424247848;0;1
132.21677176279047;0;1
104.09381714373293;1;1
41.06031034060928;1;0
37.21810487496813;1;1
137.58792001910427;1;0
176.8421293254583;0;1
178.85459122967367;0;1
19.517066571063324;1;1
60.846743761095766;1;1
25.985699650839134;1;1
150.85586623075298;0;1
102.0834438048899;1;1
111.20791834038705;0;1
95.15062938557526;1;0
134.79767098000542;1;1
63.53996720991597;1;0
122.07675617286213;0;1
120.81808389404904;1;0
62.72846137062724;0;1
1.359233199273362;0;1
45.66501106042342;1;0
38.555328990024385;1;0
74.95708873950777;1;1
122.24953963835232;1;1
162.54658454906783;1;1
22.92776952613601;1;0
110.61152979836335;1;0
99.07578470604041;1;0
122.55305426184037;1;0
176.1914928362039;1;1
4.830837286309113;0;1
172.0219204582868;0;1
118.47501370164184;1;1
30.931016350520373;1;1
53.59067763713617;1;1
138.89893084872782;1;0
16.04500648608353;1;1
164.35095128140608;1;0
99.65147533187782;1;0
6.823905679379547;1;0
88.63518000185819;1;0
54.47637760157991;1;0
119.05386589366134;1;1
42.65138677510806;1;0
20.661188973570713;1;1
47.77801449415789;1;1
139.41246496257125;1;0
121.55872954476753;0;1
49.80686422788962;1;1
29.26809065229039;1;0
40.65314407237055;1;0
107.06598171860072;0;1
109.45133109041711;0;1
5.060062141637632;1;0
149.30142345900745;1;1
144.56647106790695;0;1
173.39417176199743;0;1
74.25325631763006;1;1
176.69853559718257;1;1
123.0677279880236;1;1
129.85591451421172;1;0
143.87448856243338;0;1
113.14996274297388;0;1
83.7420941193771;1;1
144.3926942179866;1;0
50.11049782375986;1;0
130.2652573744379;0;1
171.401429913264;1;0
140.22142137082025;0;1
7.3353181776020175;1;1
68.01012536194231;1;0
152.39561605344954;1;1
38.310799333649186;1;0
94.64966001967551;1;0
105.0064676289825;1;1
7.401369590802647;1;1
3.98599810770913;1;1
82.14465784132592;1;0
109.67747416148347;1;1
158.88294220720272;0;1
14.951624397702886;0;1
73.95089828077313;1;1
64.65217556518574;1;0
159.35754219743993;0;1
113.62617103453088;0;1
157.80197026929906;0;1
103.82955934556963;0;1
136.93886369111317;0;1
89.38345706555187;1;0
149.59921731589742;1;1
169.273791025492;1;1
101.83218681847285;1;1
113.05579804723102;1;0
60.50470399048354;0;1
92.8796518802866;1;1
123.78232009329174;0;1
163.72793486875244;1;0
72.54427970694199;0;1
20.582361236518242;1;1
87.55916518521734;1;0
94.65654597570472;1;1
150.2821983133754;0;1
56.5368673103139;0;1
28.82692934786374;0;1
162.6828286602451;1;0
93.0335529233644;0;1
129.01174264679503;1;1
68.58565603854214;1;0
177.16162437337206;1;1
9.387079466484778;1;1
145.54263528053178;0;1
37.480025885414385;1;0
148.93926774608894;1;1
125.08571614953995;0;1
119.64566413350258;1;1
71.95529411505017;1;0
57.74054160570038;0;1
174.97644829343514;0;1
117.54391388712382;0;1
96.87923991344888;0;1
47.13255040029182;1;0
41.99660988698996;1;1
9.036182476081269;0;1
68.7166052384304;1;1
