alpha;X;Y
71.91072971023159;0;1
154.4133820340128;1;1
114.23441686660234;1;1
103.51568144744412;1;1
105.07754944855903;0;1
167.89223238969737;1;0
169.50266595687972;1;0
1.6523287380866236;1;0
104.40448508307063;0;1
152.68509576149415;1;0
151.27752111595717;0;1
8.672155455564658;0;1
39.216932112686976;0;1
155.23066587451083;1;1
81.33638657903035;1;0
153.81678720731784;0;1
106.59404943842407;0;1
12.600902052361418;1;0
63.21323986712198;0;1
21.17943040069728;1;0
26.113864228871513;1;0
149.1486167283406;1;0
18.51884227653737;1;0
165.53872649727037;1;1
6.52269232386264;1;0
72.51383356835757;0;1
35.43186771384336;1;0
39.44063506667325;1;0
62.09544981082355;1;0
133.2896845239993;0;1
161.1496433612006;1;1
34.36349410244344;1;0
10.50174020599301;1;1
69.47832654652237;0;1
79.97408994360657;1;1
101.35970022534762;1;1
41.75835991762211;0;1
96.44956837536846;0;1
150.9983222897776;0;1
137.39517030549024;0;1
45.96358867413545;0;1
140.1111633640998;1;0
36.49545320331905;1;0
55.5831442380582;0;1
162.68149273189397;1;0
114.3614752173406;0;1
147.99787451816368;1;1
173.7012632435392;1;0
134.28879450961557;0;1
92.48003110684033;0;1
140.04316917123072;1;1
166.8057548311135;1;0
58.32672253387168;0;1
139.5818397359178;0;1
135.41148800254516;1;0
29.08283290326725;1;1
152.02956864147401;0;1
88.0528309733681;0;1
36.935460248987965;0;1
15.419875429775924;1;0
159.9248896228666;1;1
168.6394966896743;1;0
139.56420299356336;0;1
179.24198690459423;1;0
12.076418452328943;1;0
148.14026308961908;1;0
161.79662256094733;1;0
74.54425635418137;0;1
54.79948943256452;1;1
85.18538844508146;0;1
126.07888722818639;1;0
105.85429830541152;0;1
10.289231792483246;1;1
75.95733490870096;0;1
121.25782016251395;1;0
57.063999169665195;0;1
134.19330632775154;0;1
123.20150438214685;1;1
146.9798711791977;0;1
167.48730756413187;0;1
125.32847918861077;1;1
8.51415141270002;1;0
154.94068949928445;0;1
46.45421328581732;1;0
133.7880522883913;1;1
102.45598044515962;0;1
172.97504189089454;1;1
8.181749454404294;1;0
162.52307883668544;0;1
54.35786133621228;1;0
11.369730881647065;1;0
153.04252515326831;1;0
96.54854438848065;1;1
170.80602694767123;1;0
82.65906558208178;1;1
173.51666351553195;1;0
134.25512608905586;0;1
75.82721889000875;0;1
85.03305089581893;0;1
94.73053952712282;1;1
34.80040563660249;1;1
32.1436053301396;1;1
169.21263241633352;1;0
7.957290896829874;1;0
108.07059901349976;0;1
28.84053643069555;1;0
57.33068064822204;0;1
121.27292997582497;0;1
48.44674163291485;1;1
88.15296017005447;1;0
6.669353550755776;0;1
93.12112175102786;0;1
61.12421215246005;0;1
90.28168804353064;0;1
16.96662838278774;1;1
51.567302306790396;0;1
146.2009579606031;1;0
5.204754614947149;1;0
62.0326383992173;0;1
44.402972543894215;0;1
39.93582167513684;1;0
84.45750420521416;1;1
11.556803971085731;1;0
29.166814212511916;0;1
171.54133311209583;1;0
44.22100209328424;1;1
169.21721066996923;1;0
60.644341983777146;1;1
137.2344650563648;1;1
20.023439097021164;1;0
3.882593431678989;1;1
108.98180623678763;1;0
82.88885742749451;1;0
30.086926915220054;0;1
