alpha;X;Y
150.83114550300706;0;1
12.093521180802462;1;1
100.65136338848805;1;0
121.27037219156443;0;1
1.9816883097882143;1;1
46.38163664962603;1;0
64.8093334810887;1;0
32.81973902317481;0;1
69.60247049140335;1;1
31.645567558588386;1;1
150.1645096840183;1;1
22.10884665685873;0;1
102.08200752921864;1;1
179.0877561706277;0;1
109.9986273095199;1;1
170.48368319629753;0;1
54.94211644179471;0;1
61.4509248165128;1;1
55.18163860240996;1;0
158.985085645042;0;1
19.17879222521229;1;1
9.737318666091335;0;1
175.01474255257193;0;1
153.1600482810323;0;1
20.537073564856158;1;1
36.54766499066186;1;0
170.96340262520846;1;1
65.25688852066388;0;1
75.47637294273807;0;1
31.706111854396962;1;1
108.77370889569323;1;0
63.813720985021874;0;1
88.93439270894044;1;1
137.08824466866812;0;1
136.83222549295579;1;1
17.456387544870264;0;1
92.5523596076705;1;0
81.80797646081535;1;0
26.398691343954802;0;1
167.0282166871203;1;1
30.762046877822133;0;1
151.98634237898776;0;1
146.7550692537762;0;1
18.508874138768757;0;1
177.48459835842596;1;1
119.43207705893494;1;0
172.1186231096186;1;0
152.94891786783433;0;1
134.1820695629553;1;0
1.128039632533031;1;0
73.72422238605787;1;1
85.74369384197307;1;1
42.06019382595004;1;0
13.378960340919178;0;1
6.932932449634734;1;0
104.80265054245723;0;1
80.69429655907052;1;0
38.38456817709222;1;0
176.27751938530133;0;1
13.477719141638481;0;1
40.52791118964441;1;1
158.10625227051418;1;0
160.3118065985703;0;1
172.8787193787134;1;1
24.591111506940912;1;0
110.65167603347821;0;1
80.89632001791924;1;0
66.81224744164325;1;0
100.73448884867467;0;1
145.6477601180106;1;1
20.763226588107347;1;0
119.24069746472775;1;1
105.25659295442357;0;1
33.141836616560035;1;0
120.82861917398539;1;1
144.48527075267367;1;1
157.15919396086582;1;0
130.1347411172841;1;0
57.255290996222286;1;0
174.03494861684123;1;1
75.7457996310309;1;0
37.279655527456995;1;1
138.55634174601462;1;1
164.2577631694063;0;1
40.003105204463736;1;1
88.27893242202042;1;1
153.1788891978418;1;1
53.206072402328175;1;0
128.43892595051136;1;0
58.50915896578033;1;1
65.60790842457044;1;1
141.8703710187342;1;1
104.48903203990652;1;1
173.6799514045958;1;1
11.094379776424566;0;1
94.11948326357984;0;1
143.2028189306945;1;1
8.072485195240528;1;1
80.4206396413368;0;1
31.583439728988616;1;1
77.45230028730725;1;1
123.89279439714967;1;1
138.1052636595091;1;0
