alpha;X;Y
109.0145509506934;0;1
149.1295754317347;0;1
107.75151831724007;0;1
132.54140059489418;0;1
171.0219246100722;1;0
142.76470549704084;0;1
153.10829024359077;0;1
49.87188051485241;1;0
44.051819279166146;1;0
19.29717030046679;1;0
137.52578673937202;0;1
150.87610931698308;0;1
26.804735463104517;1;0
110.52760935580564;0;1
171.01551890292816;1;0
76.898687184975;1;0
72.53607382406545;0;1
135.4911287828737;0;1
75.73662482158281;1;0
53.76711537563503;1;0
130.91126285390746;0;1
123.47167068311784;0;1
58.77870912728854;1;0
65.11870213085471;1;0
9.976025842843711;1;0
148.99030626859164;0;1
80.755240901697;0;1
109.41425524021805;0;1
33.93148434127969;1;0
89.55383190437244;1;0
160.18980309710827;0;1
21.88285151323727;1;0
55.50426287935815;1;0
60.56516666135313;1;0
132.44791137517285;0;1
123.54142169982511;0;1
60.17715669698741;1;0
43.48340411390006;1;0
102.1550185451862;0;1
108.60516806146875;0;1
52.07644913948356;1;0
21.63088168111947;1;0
36.13944689826178;1;0
83.87316059894985;1;0
103.88680074996006;0;1
152.3447236613986;0;1
42.95080801415846;1;0
148.60823633988474;0;1
42.27688524899217;1;0
72.91894762032689;1;0
156.87053019350685;0;1
161.70410404193143;0;1
3.5285303069493046;0;1
179.45529720436792;1;0
105.81395537987989;0;1
24.48921347049804;0;1
107.31264672842426;0;1
109.31203254667594;0;1
74.88887239995317;1;0
126.90373701875889;0;1
156.96043048434726;0;1
56.97838536542009;1;0
104.57408710308661;0;1
124.22498987306686;0;1
147.53645129104925;0;1
18.435878837057714;0;1
127.64447571825247;0;1
0.9129895957108958;0;1
46.416900625194664;1;0
37.75856065084483;1;0
42.550986286751986;1;0
0.5049336684650463;1;0
137.97543233619234;0;1
67.7060416002143;1;0
26.306744832172352;1;0
13.309364055098127;0;1
124.79971136464876;0;1
65.75398081267177;1;0
6.7469445387091165;0;1
94.94957644829856;0;1
132.4925908690125;0;1
29.669625098439173;1;0
123.1603058883791;0;1
149.33339358642945;0;1
8.71792231457107;0;1
0.39829888263207325;0;1
136.23987626601243;0;1
54.533375645864716;1;0
83.22113355938565;1;0
96.12053831416794;0;1
169.1576493570315;0;1
124.8320086747687;0;1
66.6658561586997;1;0
159.73225132528003;0;1
26.44393058194006;1;0
35.30047493998832;1;0
152.62287431829057;0;1
149.57015150420904;0;1
122.31035281061338;0;1
143.80330772231505;0;1
116.45261664015165;0;1
151.128030833391;0;1
133.64972154425658;0;1
104.39252777211637;1;0
55.706282607515924;1;0
67.02174962961841;0;1
25.626954227570977;1;0
145.32002239559426;0;1
82.68107009304615;1;0
142.56401796032543;0;1
17.395446391035644;1;0
25.44069313292811;1;0
11.588972692315929;0;1
28.264985767483594;1;0
59.8012001225133;1;0
106.5181811253459;1;0
126.60605009778911;0;1
65.77749810190397;1;0
4.030326118583001;1;0
138.96674134925703;0;1
121.15522555789093;0;1
130.27923565190397;0;1
176.2466802441364;0;1
153.32838851915614;0;1
80.25814955802645;1;0
78.75300750355824;1;0
153.12374992520125;0;1
176.16132727962733;0;1
31.66735523203679;1;0
56.96250090216579;1;0
89.86221805274386;1;0
33.5669361309631;1;0
63.12380782070983;1;0
172.72449316469948;0;1
7.06640666890292;1;0
55.848593847993826;1;0
28.81542807972693;1;0
93.97047441477304;0;1
101.67288205301058;0;1
5.778653200530468;1;0
72.19317141506835;1;0
55.16962340230935;1;0
125.62298111429186;0;1
104.90044820745604;0;1
136.1071413202445;0;1
70.86401923077847;1;0
62.611205925738446;1;0
91.38103963989833;1;0
137.65532368375213;0;1
34.649840016293275;1;0
164.72913485874224;0;1
30.77862319463695;1;0
130.93974906891302;0;1
67.36597171996279;1;0
61.0241057273659;1;0
48.22508032410599;1;0
141.40024482614209;0;1
91.17218632114016;0;1
60.66209526313383;1;0
143.44516490502053;0;1
177.52336983439707;1;0
92.62129549660965;0;1
165.59973165019326;0;1
58.92750256558218;1;0
13.965510416688275;0;1
90.72119833122983;1;0
19.94376920806484;1;0
20.275116364470712;0;1
47.79548656558695;1;0
61.68561045058569;0;1
118.17083464791132;0;1
126.98230198669772;0;1
168.81313890800274;1;0
1.8203500319160648;1;0
8.684013513845478;0;1
55.826725393854325;1;0
60.484339441229245;1;0
