alpha;X;Y
11.296796729333629;1;0
122.08464990238161;1;1
133.33844549418686;0;1
127.33230961329966;0;1
66.00305753696206;0;1
12.29255807320364;1;0
146.40770356520267;1;0
159.38619912848282;1;0
137.23645393922314;0;1
91.02393466171489;1;1
104.9599074483254;0;1
44.614091282474206;0;1
117.8635122342654;0;1
60.961138990200595;0;1
59.4183232939078;1;1
141.98459831098566;1;0
177.24932235913843;1;0
88.71578649664693;0;1
37.11476560797075;1;1
68.87526449389529;0;1
125.05863289984246;1;1
106.69025395004083;0;1
39.585420650553004;1;1
177.60722330840903;1;0
16.505468675708457;1;0
6.610830377140786;1;0
78.95376116873469;0;1
70.86587121652556;1;1
49.56509798129854;1;0
13.763442749500799;1;1
153.33768456375708;1;1
21.28471097752768;0;1
164.72718669959548;1;0
57.219471933617235;0;1
73.70302196456639;0;1
3.336476132031494;1;0
166.12766634538465;1;0
1.7148297322873152;1;0
98.07370205380332;0;1
140.6544953633664;1;0
110.9990410271179;0;1
42.823154358557346;1;0
52.684958156745125;1;0
60.73824130905794;0;1
51.41826272074692;1;1
86.48972202019003;0;1
38.45874913624079;1;0
29.840880943089;1;0
129.5116464791721;0;1
140.0272478814606;1;1
165.2015716439988;1;0
76.16672782739339;0;1
29.83279811856797;1;0
152.85372539010152;1;0
11.206178821053976;1;0
0.878762789401939;1;0
97.867872035282;1;1
53.72711122390309;1;1
92.25147196590913;1;1
104.61951212812245;0;1
22.672909139031145;1;0
48.86968143963371;1;0
150.4497370159048;1;1
95.0471860833656;1;1
87.67076780123088;0;1
57.573776585957035;0;1
118.60167924822157;0;1
116.94359613084193;0;1
121.74574275091209;1;0
139.44959756423737;1;1
0.8578202601048779;1;0
6.954840252281387;1;0
106.61183405089307;0;1
172.02873708819538;1;0
53.36050993503255;1;0
30.24046617217187;1;0
91.5141282103455;0;1
89.62036558452003;0;1
30.40397140725669;0;1
40.92418402381986;1;0
121.80662824933103;1;1
108.48353583003978;0;1
104.06171583433093;0;1
1.9244472224099796;1;0
83.60681061785652;0;1
142.30831224518005;0;1
28.20013877202836;1;0
168.13838283541708;1;0
33.20701812088277;1;0
64.36687002353521;0;1
28.814448189845855;1;1
22.01479903496153;1;0
81.34126573473456;0;1
127.9049741986506;1;0
170.71263247789994;1;1
145.49857073589843;1;0
31.029592375545896;1;0
118.61430744012387;0;1
93.9243923732343;0;1
38.82662786218396;0;1
87.9724512300791;0;1
4.857196952206269;1;0
111.94174844012495;0;1
25.44607947847134;1;0
60.65426918125682;0;1
101.04168910486017;1;1
40.155715542524106;1;1
89.2718662583061;0;1
33.74746496471947;1;0
178.49503251617153;1;1
24.36234213717234;0;1
73.80761222378362;1;1
166.60245910513962;1;0
87.49395856319363;0;1
139.97792294718153;1;0
25.3718995675898;0;1
100.37174275710629;0;1
17.814985552788414;1;0
51.53778091790294;1;0
81.61980451541166;1;0
6.63205206152851;1;0
98.05910719644757;0;1
91.83719007006619;1;1
76.91684055513234;0;1
47.65358815724132;0;1
75.10962848338698;1;1
59.917118627279244;1;1
148.41222634290685;1;0
16.43410270501988;1;0
127.77846573483438;0;1
32.497588012197575;1;0
137.0435068890456;0;1
109.94257076138616;1;1
56.86304858456461;0;1
111.37844534973439;0;1
102.70677275805805;0;1
50.847960728496716;1;0
69.08796848502323;0;1
23.848543996639773;1;0
23.271349663590577;1;1
51.84097962629559;1;1
153.33392878042042;1;0
146.94514966277532;1;0
3.150580810495791;1;0
106.55924820561101;0;1
156.8973799590706;1;1
60.36344115070553;1;1
122.63147387681549;1;1
115.46115391492336;0;1
4.062037627886099;0;1
49.66916918476481;1;0
160.49352837849457;1;0
169.4902383559341;1;0
99.527981396424;0;1
94.7055734215829;0;1
117.4248546296077;0;1
61.338300253994646;0;1
98.44291804206279;0;1
93.7170933102217;0;1
133.42389354046762;1;0
10.141374529600721;1;1
123.31194037678522;0;1
176.11327583032087;1;0
19.01852453755668;1;0
65.85389528301704;0;1
115.68354323623537;1;1
25.061690371554693;1;0
137.97119020734343;1;0
52.00271413263092;0;1
60.18251896661592;0;1
0.23022661085261076;1;0
56.35750093191339;0;1
165.3160497965872;1;0
125.64352024626501;1;0
12.28279322684955;1;0
37.036804379255805;0;1
101.88854839612715;0;1
156.37820634146303;1;0
81.79212817568259;0;1
36.091526071318114;1;1
133.07592073634424;0;1
166.20532840669773;1;0
129.4387141657324;1;0
152.64065678180225;1;0
64.94477341533616;0;1
139.00894054392467;1;0
159.19569456536297;0;1
1.252771955360923;1;0
131.26821369259076;1;0
6.97531849229277;1;0
39.460854425710224;0;1
29.793347757881648;1;1
76.47182971383789;0;1
89.71723423869223;0;1
0.7390347644140127;1;0
145.04277423474846;1;0
31.944633720990684;1;0
0.19477017606077895;1;0
143.42581692106162;0;1
36.62600204386519;1;0
4.5655406768240425;1;1
137.34889264879658;1;0
117.05473466660769;1;0
64.55153639972902;0;1
48.782295603877316;0;1
157.03422883696103;1;0
39.129650669015135;0;1
73.81603088009182;0;1
69.44431768796095;0;1
32.95388572582452;1;1
32.3814406544611;1;0
159.29200820201433;1;1
44.49839132316514;0;1
71.48715544844657;1;1
72.19701163300714;0;1
178.17176041730409;1;0
96.71862976187366;0;1
79.41097736337849;0;1
150.4622725503072;0;1
152.4364118774818;1;0
73.08500513419332;0;1
44.22954169198016;0;1
16.371317773557063;1;1
151.60181710469965;0;1
