angle;X;Y
0.0;1;0
0.0;1;0
0.0;1;0
0.0;1;0
0.0;0;1
0.0;0;1
0.0;1;0
0.0;1;0
0.0;1;0
0.0;0;1
0.0;1;0
0.0;0;1
0.0;1;0
0.0;1;0
0.0;0;1
0.0;1;0
0.0;1;0
0.0;1;0
0.0;1;0
0.0;0;1
0.0;1;0
0.0;1;0
0.0;1;0
0.0;0;1
0.0;0;1
0.0;1;0
0.0;0;1
0.0;1;0
0.0;1;0
0.0;1;0
0.0;1;0
0.0;0;1
0.0;1;0
0.0;1;0
0.0;1;0
0.0;0;1
0.0;1;0
0.0;1;0
0.0;1;0
0.0;0;1
0.0;1;0
0.0;1;0
0.0;1;0
0.0;1;0
0.0;0;1
0.0;0;1
0.0;0;1
0.0;1;0
0.0;1;0
0.0;1;0
0.0;1;0
0.0;1;0
0.0;1;0
0.0;0;1
0.0;0;1
0.0;1;0
0.0;0;1
0.0;0;1
0.0;1;0
0.0;1;0
0.0;1;0
0.0;0;1
0.0;0;1
0.0;1;0
0.0;0;1
0.0;0;1
0.0;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;0;1
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;0;1
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;0;1
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;0;1
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;0;1
2.5;0;1
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;0;1
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
2.5;1;0
5.0;1;0
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;1;0
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;1;0
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;0;1
5.0;0;1
5.0;1;0
5.0;1;0
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;1;0
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;0;1
5.0;1;0
5.0;0;1
5.0;0;1
5.0;1;0
5.0;0;1
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;1;0
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
5.0;1;0
5.0;0;1
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;1;0
5.0;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;1;0
7.5;1;0
7.5;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;0;1
7.5;1;0
7.5;1;0
7.5;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;1;0
7.5;1;0
7.5;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;0;1
7.5;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;1;0
7.5;1;0
7.5;0;1
7.5;0;1
7.5;1;0
7.5;0;1
7.5;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;1;0
7.5;0;1
7.5;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;1;0
7.5;1;0
7.5;1;0
7.5;1;0
7.5;0;1
7.5;1;0
7.5;1;0
7.5;0;1
7.5;0;1
7.5;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;0;1
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;0;1
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;0;1
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;0;1
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;0;1
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;0;1
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;0;1
10.0;1;0
10.0;1;0
10.0;0;1
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;0;1
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;0;1
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;0;1
10.0;1;0
10.0;1;0
10.0;1;0
10.0;0;1
10.0;1;0
10.0;0;1
10.0;1;0
10.0;1;0
10.0;1;0
10.0;0;1
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;0;1
10.0;0;1
10.0;1;0
10.0;1;0
10.0;1;0
10.0;0;1
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;0;1
10.0;0;1
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;0;1
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
10.0;1;0
12.5;1;0
12.5;0;1
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;0;1
12.5;1;0
12.5;1;0
12.5;0;1
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;0;1
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;0;1
12.5;0;1
12.5;0;1
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;0;1
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;0;1
12.5;1;0
12.5;0;1
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;0;1
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;0;1
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;0;1
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;0;1
12.5;0;1
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;0;1
12.5;1;0
12.5;1;0
12.5;0;1
12.5;1;0
12.5;1;0
12.5;0;1
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;0;1
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;0;1
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;0;1
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;0;1
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
12.5;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;0;1
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;0;1
15.0;1;0
15.0;1;0
15.0;1;0
15.0;0;1
15.0;1;0
15.0;1;0
15.0;0;1
15.0;0;1
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;0;1
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;0;1
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;0;1
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;0;1
15.0;1;0
15.0;1;0
15.0;0;1
15.0;1;0
15.0;1;0
15.0;0;1
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;0;1
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;0;1
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;0;1
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;0;1
15.0;1;0
15.0;1;0
15.0;0;1
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;0;1
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
15.0;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;0;1
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;0;1
17.5;1;0
17.5;0;1
17.5;1;0
17.5;0;1
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;0;1
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;0;1
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;0;1
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;0;1
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
17.5;1;0
